iteracion,frequency,Source,Target
36,135,110,50
36,192,53,38
36,181,98,107
36,66,61,63
36,185,42,143
36,189,125,135
36,197,64,126
36,177,62,128
36,199,140,121
36,164,104,56
36,145,142,119
36,178,109,96
36,195,68,122
36,199,119,142
36,200,124,66
36,192,122,68
36,107,129,132
36,136,71,74
36,183,80,67
36,112,115,118
36,176,94,111
36,197,126,64
36,190,120,70
36,191,66,124
36,194,107,98
36,198,38,53
36,193,52,108
36,195,67,79
36,193,54,106
36,154,45,48
36,121,67,80
36,200,77,69
36,191,48,113
36,194,121,140
36,170,75,71
36,190,105,100
36,195,143,44
36,191,141,42
36,185,36,55
36,9,85,88
36,191,135,125
36,174,123,137
36,196,114,117
36,194,69,77
36,176,44,145
36,180,96,109
36,73,65,82
36,199,106,54
36,199,55,36
36,163,50,110
36,28,83,86
36,180,113,47
36,175,40,141
36,16,100,102
37,194,121,140
37,174,123,137
37,121,67,80
37,164,104,56
37,195,68,122
37,170,75,71
37,163,50,110
37,194,69,77
37,136,71,74
37,185,42,143
37,192,122,68
37,198,108,52
37,198,38,53
37,193,52,108
37,138,100,103
37,189,125,135
37,197,64,126
37,180,113,47
37,176,44,145
37,191,135,125
37,185,36,55
37,180,96,109
37,196,114,117
37,28,83,86
37,192,53,38
37,191,66,124
37,199,119,142
37,181,98,107
37,183,80,67
37,112,115,118
37,197,126,64
37,190,120,70
37,199,140,121
37,195,67,79
37,178,109,96
37,200,77,69
37,191,48,113
37,200,124,66
37,177,62,128
37,191,141,42
37,107,129,132
37,195,143,44
37,135,110,50
37,194,107,98
37,193,54,106
37,199,106,54
37,175,40,141
37,190,105,100
37,167,145,46
37,199,55,36
38,192,122,68
38,198,108,52
38,197,126,64
38,28,83,86
38,194,69,77
38,199,106,54
38,163,50,110
38,190,120,70
38,191,48,113
38,177,62,128
38,196,114,117
38,200,77,69
38,191,66,124
38,112,115,118
38,192,53,38
38,194,121,140
38,195,143,44
38,167,145,46
38,145,142,119
38,197,64,126
38,121,67,80
38,178,109,96
38,199,119,142
38,170,75,71
38,189,125,135
38,200,124,66
38,183,80,67
38,136,71,74
38,199,55,36
38,190,105,100
38,5,86,88
38,107,129,132
38,175,40,141
38,194,107,98
38,135,110,50
38,193,52,108
38,164,104,56
38,199,140,121
38,154,45,48
38,185,36,55
38,180,96,109
38,185,42,143
38,174,123,137
38,195,68,122
38,191,135,125
38,61,127,129
38,198,38,53
38,193,54,106
38,195,67,79
38,191,141,42
39,183,80,67
39,190,120,70
39,135,110,50
39,200,124,66
39,112,115,118
39,136,71,74
39,5,86,88
39,178,109,96
39,189,125,135
39,192,53,38
39,199,140,121
39,199,119,142
39,185,36,55
39,121,67,80
39,197,64,126
39,145,142,119
39,191,141,42
39,191,135,125
39,194,121,140
39,195,143,44
39,195,67,79
39,170,75,71
39,191,66,124
39,176,44,145
39,196,114,117
39,200,77,69
39,180,96,109
39,192,122,68
39,154,45,48
39,198,108,52
39,107,129,132
39,193,54,106
39,15,85,87
39,194,107,98
39,185,42,143
39,198,38,53
39,163,50,110
39,177,62,128
39,191,48,113
39,199,55,36
39,193,52,108
39,181,98,107
39,180,113,47
39,195,68,122
39,199,106,54
39,197,126,64
39,190,105,100
39,164,104,56
39,194,69,77
40,181,98,107
40,193,52,108
40,199,140,121
40,197,126,64
40,200,77,69
40,178,109,96
40,192,53,38
40,191,48,113
40,200,124,66
40,193,54,106
40,183,80,67
40,154,45,48
40,199,119,142
40,190,120,70
40,167,145,46
40,163,50,110
40,15,85,87
40,164,104,56
40,194,69,77
40,4,82,84
40,192,122,68
40,199,55,36
40,198,38,53
40,194,107,98
40,185,42,143
40,195,68,122
40,180,96,109
40,176,44,145
40,174,123,137
40,185,36,55
40,191,141,42
40,191,135,125
40,196,114,117
40,177,62,128
40,198,108,52
40,170,75,71
40,176,94,111
40,190,105,100
40,199,106,54
40,194,121,140
40,197,64,126
40,136,71,74
40,191,66,124
40,189,125,135
40,145,142,119
40,135,110,50
41,189,125,135
41,176,44,145
41,180,113,47
41,185,36,55
41,199,119,142
41,199,140,121
41,191,135,125
41,180,96,109
41,112,115,118
41,194,107,98
41,145,142,119
41,199,55,36
41,192,53,38
41,183,80,67
41,193,52,108
41,135,110,50
41,107,129,132
41,190,105,100
41,197,126,64
41,196,114,117
41,198,38,53
41,191,66,124
41,195,67,79
41,200,77,69
41,193,54,106
41,192,122,68
41,174,123,137
41,121,67,80
41,138,100,103
41,181,98,107
41,185,42,143
41,194,121,140
41,190,120,70
41,154,45,48
41,191,141,42
41,195,143,44
41,195,68,122
41,199,106,54
41,198,108,52
41,191,48,113
41,200,124,66
41,163,50,110
41,194,69,77
42,167,145,46
42,194,121,140
42,190,120,70
42,107,129,132
42,194,107,98
42,195,143,44
42,185,42,143
42,183,80,67
42,178,109,96
42,195,68,122
42,196,114,117
42,190,105,100
42,199,55,36
42,180,113,47
42,163,50,110
42,199,106,54
42,164,104,56
42,198,108,52
42,191,66,124
42,194,69,77
42,197,64,126
42,136,71,74
42,170,75,71
42,192,122,68
42,112,115,118
42,16,100,102
42,198,38,53
42,121,67,80
42,199,119,142
42,176,94,111
42,192,53,38
42,177,62,128
42,200,124,66
42,154,45,48
42,193,54,106
42,200,77,69
42,185,36,55
42,193,52,108
42,181,98,107
42,175,40,141
42,199,140,121
42,191,141,42
42,180,96,109
42,197,126,64
42,191,48,113
42,195,67,79
42,176,44,145
42,13,56,58
42,145,142,119
42,174,123,137
43,191,135,125
43,196,114,117
43,190,120,70
43,189,125,135
43,180,113,47
43,176,94,111
43,181,98,107
43,194,69,77
43,191,141,42
43,175,40,141
43,191,66,124
43,163,50,110
43,198,108,52
43,195,67,79
43,199,140,121
43,192,122,68
43,164,104,56
43,199,106,54
43,136,71,74
43,112,115,118
43,194,107,98
43,192,53,38
43,197,126,64
43,191,48,113
43,194,121,140
43,195,68,122
43,185,36,55
43,174,123,137
43,180,96,109
43,185,42,143
43,197,64,126
43,199,55,36
43,176,44,145
43,16,100,102
43,193,52,108
43,121,67,80
43,183,80,67
43,198,38,53
43,190,105,100
43,200,77,69
43,200,124,66
43,178,109,96
43,199,119,142
43,195,143,44
44,174,123,137
44,191,141,42
44,164,104,56
44,195,68,122
44,185,42,143
44,199,55,36
44,180,96,109
44,175,40,141
44,194,69,77
44,192,122,68
44,198,38,53
44,194,107,98
44,28,83,86
44,185,36,55
44,191,66,124
44,196,114,117
44,180,113,47
44,195,143,44
44,167,145,46
44,183,80,67
44,192,53,38
44,200,124,66
44,191,48,113
44,197,126,64
44,194,121,140
44,61,127,129
44,193,52,108
44,154,45,48
44,200,77,69
44,181,98,107
44,12,72,74
44,199,140,121
44,190,120,70
44,195,67,79
44,193,54,106
44,197,64,126
44,191,135,125
44,121,67,80
44,163,50,110
44,199,106,54
44,198,108,52
44,170,75,71
44,199,119,142
44,112,115,118
44,190,105,100
44,189,125,135
45,121,67,80
45,195,67,79
45,196,114,117
45,195,143,44
45,163,50,110
45,190,120,70
45,200,77,69
45,28,83,86
45,199,55,36
45,199,106,54
45,192,122,68
45,154,45,48
45,136,71,74
45,180,96,109
45,199,119,142
45,193,52,108
45,194,69,77
45,170,75,71
45,197,126,64
45,194,121,140
45,191,48,113
45,145,142,119
45,174,123,137
45,200,124,66
45,191,66,124
45,198,38,53
45,112,115,118
45,183,80,67
45,190,105,100
45,195,68,122
45,107,129,132
45,191,141,42
45,138,100,103
45,194,107,98
45,181,98,107
45,192,53,38
45,167,145,46
45,164,104,56
45,176,44,145
45,135,110,50
45,185,42,143
45,199,140,121
45,180,113,47
45,178,109,96
45,197,64,126
45,198,108,52
45,177,62,128
45,15,85,87
45,189,125,135
46,199,55,36
46,178,109,96
46,197,64,126
46,200,124,66
46,176,44,145
46,190,105,100
46,180,96,109
46,191,141,42
46,194,69,77
46,112,115,118
46,164,104,56
46,163,50,110
46,177,62,128
46,198,108,52
46,199,106,54
46,28,83,86
46,180,113,47
46,196,114,117
46,170,75,71
46,138,100,103
46,121,67,80
46,195,143,44
46,135,110,50
46,194,107,98
46,194,121,140
46,189,125,135
46,191,66,124
46,198,38,53
46,199,119,142
46,136,71,74
46,195,68,122
46,145,142,119
46,174,123,137
46,200,77,69
46,195,67,79
46,185,36,55
46,181,98,107
46,175,40,141
46,192,53,38
46,183,80,67
46,154,45,48
46,167,145,46
46,199,140,121
46,185,42,143
46,191,48,113
46,197,126,64
46,191,135,125
46,193,54,106
46,192,122,68
46,190,120,70
46,193,52,108
46,15,85,87
47,193,52,108
47,189,125,135
47,121,67,80
47,196,114,117
47,195,143,44
47,180,113,47
47,198,38,53
47,195,67,79
47,66,61,63
47,135,110,50
47,176,94,111
47,199,140,121
47,191,48,113
47,145,142,119
47,61,127,129
47,136,71,74
47,197,64,126
47,193,54,106
47,190,105,100
47,107,129,132
47,200,124,66
47,154,45,48
47,112,115,118
47,183,80,67
47,167,145,46
47,192,53,38
47,138,100,103
47,181,98,107
47,191,66,124
47,199,119,142
47,200,77,69
47,190,120,70
47,194,121,140
47,197,126,64
47,163,50,110
47,192,122,68
47,198,108,52
47,194,69,77
47,195,68,122
47,180,96,109
47,176,44,145
47,185,36,55
47,9,85,88
47,185,42,143
47,199,55,36
47,164,104,56
47,191,141,42
47,191,135,125
47,28,83,86
47,199,106,54
47,194,107,98
47,175,40,141
47,177,62,128
47,174,123,137
48,191,48,113
48,194,69,77
48,191,66,124
48,164,104,56
48,197,64,126
48,138,100,103
48,200,124,66
48,199,55,36
48,178,109,96
48,180,96,109
48,193,54,106
48,136,71,74
48,192,122,68
48,189,125,135
48,193,52,108
48,191,141,42
48,199,140,121
48,175,40,141
48,195,67,79
48,174,123,137
48,190,120,70
48,200,77,69
48,185,36,55
48,192,53,38
48,181,98,107
48,167,145,46
48,195,68,122
48,183,80,67
48,177,62,128
48,190,105,100
48,107,129,132
48,154,45,48
48,199,119,142
48,191,135,125
48,194,121,140
48,176,94,111
48,197,126,64
48,163,50,110
48,195,143,44
48,194,107,98
48,180,113,47
48,198,108,52
48,170,75,71
48,198,38,53
48,199,106,54
48,121,67,80
48,61,127,129
49,15,85,87
49,198,108,52
49,195,143,44
49,185,42,143
49,183,80,67
49,195,68,122
49,181,98,107
49,185,36,55
49,190,105,100
49,154,45,48
49,145,142,119
49,192,53,38
49,197,126,64
49,189,125,135
49,198,38,53
49,191,141,42
49,180,113,47
49,199,140,121
49,28,83,86
49,136,71,74
49,195,67,79
49,174,123,137
49,191,135,125
49,200,77,69
49,196,114,117
49,193,54,106
49,175,40,141
49,13,56,58
49,121,67,80
49,163,50,110
49,180,96,109
49,200,124,66
49,135,110,50
49,164,104,56
49,177,62,128
49,112,115,118
49,178,109,96
49,194,69,77
49,138,100,103
49,197,64,126
49,194,121,140
49,191,66,124
49,199,119,142
49,191,48,113
49,199,55,36
50,200,77,69
50,190,120,70
50,174,123,137
50,16,133,127
50,112,115,118
50,194,121,140
50,198,38,53
50,28,83,86
50,195,67,79
50,199,119,142
50,194,69,77
50,135,110,50
50,199,140,121
50,164,104,56
50,191,141,42
50,199,106,54
50,189,125,135
50,180,113,47
50,163,50,110
50,193,52,108
50,191,66,124
50,191,135,125
50,9,71,75
50,197,126,64
50,138,100,103
50,178,109,96
50,200,124,66
50,192,53,38
50,194,107,98
50,154,45,48
50,177,62,128
50,180,96,109
50,170,75,71
50,192,122,68
50,183,80,67
50,195,143,44
50,199,55,36
50,195,68,122
50,197,64,126
50,175,40,141
50,167,145,46
50,185,42,143
50,193,54,106
50,190,105,100
50,196,114,117
50,191,48,113
50,198,108,52
50,121,67,80
50,176,44,145
50,15,85,87
50,185,36,55
50,181,98,107
51,185,42,143
51,170,75,71
51,194,69,77
51,193,52,108
51,193,54,106
51,199,106,54
51,164,104,56
51,154,45,48
51,191,48,113
51,191,141,42
51,198,108,52
51,163,50,110
51,200,124,66
51,136,71,74
51,195,67,79
51,199,140,121
51,195,143,44
51,200,77,69
51,181,98,107
51,195,68,122
51,178,109,96
51,174,123,137
51,177,62,128
51,192,122,68
51,190,120,70
51,167,145,46
51,112,115,118
51,176,44,145
51,197,126,64
51,190,105,100
51,183,80,67
51,135,110,50
51,28,83,86
51,199,55,36
51,194,107,98
51,191,66,124
51,192,53,38
51,180,96,109
51,185,36,55
51,199,119,142
51,16,133,127
51,191,135,125
51,197,64,126
51,196,114,117
51,180,113,47
51,198,38,53
52,180,113,47
52,199,106,54
52,190,120,70
52,175,40,141
52,199,119,142
52,198,38,53
52,164,104,56
52,190,105,100
52,195,143,44
52,198,108,52
52,194,107,98
52,121,67,80
52,177,62,128
52,193,54,106
52,192,53,38
52,199,140,121
52,195,67,79
52,195,68,122
52,170,75,71
52,200,77,69
52,176,94,111
52,196,114,117
52,180,96,109
52,174,123,137
52,185,36,55
52,181,98,107
52,191,48,113
52,191,66,124
52,154,45,48
52,193,52,108
52,197,126,64
52,200,124,66
52,191,141,42
52,192,122,68
52,189,125,135
52,9,85,88
52,183,80,67
52,176,44,145
52,185,42,143
52,194,121,140
52,194,69,77
52,197,64,126
52,191,135,125
52,199,55,36
53,195,143,44
53,176,94,111
53,191,48,113
53,200,124,66
53,189,125,135
53,191,66,124
53,198,38,53
53,200,77,69
53,197,64,126
53,164,104,56
53,170,75,71
53,154,45,48
53,107,129,132
53,183,80,67
53,190,105,100
53,138,100,103
53,194,121,140
53,181,98,107
53,198,108,52
53,192,53,38
53,199,140,121
53,190,120,70
53,199,106,54
53,185,42,143
53,196,114,117
53,66,61,63
53,194,69,77
53,167,145,46
53,199,55,36
53,192,122,68
53,193,52,108
53,185,36,55
53,176,44,145
53,197,126,64
53,174,123,137
53,191,141,42
53,191,135,125
53,175,40,141
53,194,107,98
53,180,96,109
53,193,54,106
53,199,119,142
53,177,62,128
53,180,113,47
53,136,71,74
53,195,67,79
53,1,94,96
53,195,68,122
53,1,83,85
54,164,104,56
54,178,109,96
54,197,64,126
54,176,44,145
54,191,66,124
54,174,123,137
54,176,94,111
54,200,124,66
54,191,48,113
54,191,141,42
54,195,143,44
54,191,135,125
54,136,71,74
54,196,114,117
54,177,62,128
54,192,122,68
54,198,38,53
54,180,113,47
54,73,65,82
54,175,40,141
54,121,67,80
54,194,121,140
54,185,36,55
54,185,42,143
54,180,96,109
54,194,107,98
54,194,69,77
54,198,108,52
54,61,127,129
54,199,55,36
54,195,68,122
54,15,85,87
54,112,115,118
54,195,67,79
54,200,77,69
54,190,120,70
54,199,119,142
54,183,80,67
54,154,45,48
54,193,54,106
54,199,140,121
54,66,61,63
54,199,106,54
54,189,125,135
54,167,145,46
54,193,52,108
54,197,126,64
54,145,142,119
54,192,53,38
55,191,141,42
55,195,67,79
55,193,54,106
55,195,68,122
55,177,62,128
55,176,44,145
55,199,140,121
55,15,85,87
55,194,107,98
55,164,104,56
55,136,71,74
55,191,66,124
55,154,45,48
55,190,105,100
55,183,80,67
55,191,135,125
55,195,143,44
55,199,119,142
55,192,53,38
55,190,120,70
55,181,98,107
55,176,94,111
55,196,114,117
55,200,77,69
55,198,108,52
55,170,75,71
55,194,121,140
55,198,38,53
55,180,113,47
55,185,36,55
55,174,123,137
55,199,55,36
55,200,124,66
55,192,122,68
55,199,106,54
55,185,42,143
55,189,125,135
55,193,52,108
55,175,40,141
55,194,69,77
55,197,126,64
55,145,142,119
55,191,48,113
55,107,129,132
56,176,94,111
56,190,120,70
56,197,126,64
56,174,123,137
56,180,113,47
56,185,36,55
56,192,122,68
56,198,108,52
56,170,75,71
56,194,121,140
56,193,52,108
56,121,67,80
56,196,114,117
56,200,77,69
56,195,143,44
56,167,145,46
56,195,67,79
56,145,142,119
56,175,40,141
56,195,68,122
56,177,62,128
56,191,141,42
56,185,42,143
56,192,53,38
56,11,88,91
56,194,107,98
56,199,140,121
56,190,105,100
56,199,106,54
56,176,44,145
56,194,69,77
56,199,119,142
56,199,55,36
56,66,61,63
56,189,125,135
56,181,98,107
56,198,38,53
56,191,48,113
56,164,104,56
56,193,54,106
56,191,66,124
56,183,80,67
56,200,124,66
56,197,64,126
57,191,135,125
57,16,100,102
57,176,94,111
57,192,122,68
57,138,100,103
57,175,40,141
57,195,67,79
57,199,119,142
57,66,61,63
57,194,69,77
57,191,66,124
57,174,123,137
57,181,98,107
57,195,143,44
57,193,54,106
57,195,68,122
57,194,121,140
57,190,120,70
57,193,52,108
57,196,114,117
57,185,36,55
57,121,67,80
57,191,48,113
57,189,125,135
57,197,64,126
57,192,53,38
57,145,142,119
57,107,129,132
57,164,104,56
57,185,42,143
57,198,108,52
57,170,75,71
57,198,38,53
57,183,80,67
57,191,141,42
57,200,124,66
57,199,106,54
57,199,55,36
57,200,77,69
57,180,113,47
57,197,126,64
58,191,48,113
58,177,62,128
58,193,54,106
58,195,67,79
58,180,113,47
58,191,66,124
58,199,119,142
58,185,36,55
58,194,69,77
58,200,124,66
58,167,145,46
58,176,44,145
58,199,106,54
58,185,42,143
58,145,142,119
58,197,64,126
58,175,40,141
58,195,68,122
58,197,126,64
58,107,129,132
58,194,107,98
58,138,100,103
58,196,114,117
58,112,115,118
58,193,52,108
58,183,80,67
58,200,77,69
58,198,38,53
58,192,122,68
58,176,94,111
58,198,108,52
58,191,135,125
58,190,105,100
58,190,120,70
58,170,75,71
58,191,141,42
58,174,123,137
58,61,127,129
58,195,143,44
58,194,121,140
58,192,53,38
58,189,125,135
58,154,45,48
58,121,67,80
58,199,140,121
58,181,98,107
58,199,55,36
59,192,53,38
59,185,42,143
59,199,55,36
59,189,125,135
59,192,122,68
59,194,69,77
59,200,124,66
59,183,80,67
59,197,126,64
59,190,105,100
59,174,123,137
59,191,135,125
59,191,141,42
59,190,120,70
59,107,129,132
59,66,61,63
59,191,48,113
59,199,106,54
59,197,64,126
59,136,71,74
59,195,68,122
59,195,143,44
59,194,107,98
59,191,66,124
59,177,62,128
59,193,52,108
59,176,44,145
59,200,77,69
59,199,119,142
59,194,121,140
59,176,94,111
59,154,45,48
59,198,38,53
59,181,98,107
59,199,140,121
59,170,75,71
59,164,104,56
59,61,127,129
59,121,67,80
59,198,108,52
59,175,40,141
59,195,67,79
59,193,54,106
60,194,121,140
60,191,141,42
60,192,122,68
60,66,61,63
60,136,71,74
60,164,104,56
60,193,54,106
60,178,109,96
60,190,105,100
60,195,143,44
60,194,107,98
60,193,52,108
60,200,77,69
60,183,80,67
60,138,100,103
60,198,108,52
60,196,114,117
60,170,75,71
60,199,55,36
60,189,125,135
60,112,115,118
60,121,67,80
60,107,129,132
60,9,93,95
60,199,140,121
60,145,142,119
60,191,66,124
60,180,96,109
60,199,106,54
60,195,67,79
60,181,98,107
60,176,94,111
60,180,113,47
60,198,38,53
60,197,64,126
60,200,124,66
60,197,126,64
60,194,69,77
60,190,120,70
60,191,48,113
60,195,68,122
60,185,36,55
60,73,65,82
60,199,119,142
60,175,40,141
61,112,115,118
61,189,125,135
61,170,75,71
61,178,109,96
61,196,114,117
61,12,72,74
61,181,98,107
61,61,127,129
61,175,40,141
61,180,113,47
61,185,42,143
61,191,48,113
61,180,96,109
61,200,77,69
61,176,44,145
61,183,80,67
61,9,71,75
61,176,94,111
61,198,38,53
61,190,120,70
61,190,105,100
61,194,121,140
61,199,119,142
61,199,106,54
61,195,68,122
61,192,122,68
61,198,108,52
61,164,104,56
61,193,54,106
61,16,100,102
61,145,142,119
61,194,69,77
61,193,52,108
61,185,36,55
61,191,66,124
61,121,67,80
61,199,140,121
61,191,141,42
61,192,53,38
61,174,123,137
61,197,126,64
61,195,67,79
61,199,55,36
61,195,143,44
61,177,62,128
61,191,135,125
61,197,64,126
61,107,129,132
61,73,65,82
61,200,124,66
62,192,53,38
62,180,113,47
62,199,140,121
62,112,115,118
62,196,114,117
62,195,68,122
62,191,66,124
62,191,135,125
62,197,64,126
62,190,105,100
62,145,142,119
62,199,106,54
62,174,123,137
62,193,52,108
62,199,55,36
62,177,62,128
62,185,42,143
62,66,61,63
62,154,45,48
62,198,108,52
62,200,124,66
62,190,120,70
62,200,77,69
62,13,56,58
62,191,48,113
62,181,98,107
62,195,67,79
62,191,141,42
62,176,94,111
62,198,38,53
62,164,104,56
62,199,119,142
62,178,109,96
62,170,75,71
62,194,107,98
62,189,125,135
62,183,80,67
62,197,126,64
62,194,69,77
62,194,121,140
62,192,122,68
62,185,36,55
62,180,96,109
62,195,143,44
62,193,54,106
62,175,40,141
63,154,45,48
63,73,65,82
63,198,108,52
63,180,113,47
63,167,145,46
63,183,80,67
63,199,55,36
63,195,143,44
63,194,121,140
63,193,52,108
63,13,56,58
63,200,77,69
63,194,107,98
63,136,71,74
63,185,36,55
63,190,105,100
63,191,66,124
63,196,114,117
63,190,120,70
63,200,124,66
63,112,115,118
63,199,140,121
63,198,38,53
63,192,53,38
63,192,122,68
63,197,64,126
63,181,98,107
63,191,48,113
63,185,42,143
63,66,61,63
63,199,106,54
63,199,119,142
63,189,125,135
63,178,109,96
63,121,67,80
63,197,126,64
63,191,135,125
63,177,62,128
63,164,104,56
63,191,141,42
63,170,75,71
63,195,67,79
63,193,54,106
63,194,69,77
63,195,68,122
63,176,94,111
63,180,96,109
63,176,44,145
64,154,45,48
64,138,100,103
64,190,120,70
64,198,38,53
64,164,104,56
64,176,94,111
64,192,53,38
64,199,140,121
64,175,40,141
64,192,122,68
64,191,141,42
64,191,48,113
64,199,119,142
64,185,36,55
64,181,98,107
64,194,121,140
64,170,75,71
64,183,80,67
64,199,55,36
64,167,145,46
64,178,109,96
64,180,96,109
64,193,52,108
64,195,67,79
64,195,143,44
64,189,125,135
64,191,66,124
64,194,107,98
64,200,77,69
64,191,135,125
64,136,71,74
64,176,44,145
64,174,123,137
64,177,62,128
64,73,65,82
64,196,114,117
64,107,129,132
64,195,68,122
64,199,106,54
64,193,54,106
64,197,64,126
64,185,42,143
64,194,69,77
64,200,124,66
64,198,108,52
65,195,143,44
65,193,54,106
65,200,77,69
65,66,61,63
65,193,52,108
65,181,98,107
65,170,75,71
65,174,123,137
65,121,67,80
65,198,108,52
65,178,109,96
65,73,65,82
65,180,113,47
65,185,42,143
65,185,36,55
65,191,135,125
65,195,67,79
65,167,145,46
65,183,80,67
65,194,107,98
65,189,125,135
65,199,55,36
65,191,48,113
65,195,68,122
65,194,121,140
65,197,64,126
65,180,96,109
65,199,119,142
65,154,45,48
65,192,53,38
65,194,69,77
65,200,124,66
65,198,38,53
65,192,122,68
65,176,94,111
65,199,140,121
65,197,126,64
65,112,115,118
65,175,40,141
65,177,62,128
65,199,106,54
65,196,114,117
65,191,141,42
65,164,104,56
65,176,44,145
65,190,105,100
65,145,142,119
65,191,66,124
65,136,71,74
65,190,120,70
66,12,72,74
66,194,69,77
66,199,119,142
66,191,135,125
66,66,61,63
66,194,107,98
66,195,68,122
66,185,36,55
66,170,75,71
66,176,94,111
66,178,109,96
66,138,100,103
66,177,62,128
66,189,125,135
66,195,67,79
66,195,143,44
66,9,93,95
66,121,67,80
66,176,44,145
66,164,104,56
66,191,141,42
66,174,123,137
66,197,126,64
66,199,106,54
66,193,52,108
66,200,77,69
66,154,45,48
66,193,54,106
66,175,40,141
66,9,71,75
66,198,108,52
66,181,98,107
66,191,66,124
66,190,105,100
66,185,42,143
66,180,96,109
66,196,114,117
66,167,145,46
66,180,113,47
66,199,140,121
66,190,120,70
66,107,129,132
66,199,55,36
66,197,64,126
66,192,53,38
66,198,38,53
66,192,122,68
66,73,65,82
66,200,124,66
67,194,69,77
67,197,64,126
67,191,66,124
67,198,108,52
67,199,119,142
67,145,142,119
67,192,53,38
67,112,115,118
67,138,100,103
67,190,105,100
67,200,124,66
67,164,104,56
67,199,140,121
67,191,141,42
67,12,72,74
67,176,44,145
67,192,122,68
67,196,114,117
67,176,94,111
67,197,126,64
67,9,93,95
67,178,109,96
67,191,135,125
67,193,52,108
67,195,67,79
67,195,68,122
67,198,38,53
67,194,107,98
67,193,54,106
67,185,36,55
67,107,129,132
67,199,55,36
67,189,125,135
67,183,80,67
67,177,62,128
67,190,120,70
67,194,121,140
67,154,45,48
67,73,65,82
67,174,123,137
67,175,40,141
67,195,143,44
67,199,106,54
67,185,42,143
67,200,77,69
67,170,75,71
67,181,98,107
68,16,100,102
68,198,38,53
68,198,108,52
68,200,124,66
68,185,42,143
68,191,141,42
68,193,54,106
68,167,145,46
68,195,67,79
68,190,120,70
68,194,69,77
68,197,126,64
68,199,55,36
68,185,36,55
68,183,80,67
68,194,121,140
68,154,45,48
68,199,140,121
68,191,66,124
68,145,142,119
68,190,105,100
68,192,122,68
68,193,52,108
68,112,115,118
68,196,114,117
68,197,64,126
68,136,71,74
68,175,40,141
68,180,113,47
68,191,135,125
68,195,68,122
68,174,123,137
68,199,106,54
68,176,44,145
68,192,53,38
68,9,93,95
68,181,98,107
68,177,62,128
68,195,143,44
68,199,119,142
68,178,109,96
68,170,75,71
68,189,125,135
68,164,104,56
68,121,67,80
68,194,107,98
68,176,94,111
69,192,122,68
69,170,75,71
69,194,69,77
69,193,54,106
69,190,105,100
69,176,44,145
69,197,126,64
69,192,53,38
69,199,119,142
69,196,114,117
69,176,94,111
69,164,104,56
69,200,124,66
69,198,108,52
69,195,143,44
69,197,64,126
69,199,106,54
69,61,127,129
69,177,62,128
69,191,135,125
69,191,141,42
69,73,65,82
69,174,123,137
69,175,40,141
69,9,93,95
69,194,121,140
69,195,67,79
69,167,145,46
69,191,66,124
69,183,80,67
69,185,36,55
69,185,42,143
69,189,125,135
69,178,109,96
69,181,98,107
69,199,55,36
69,193,52,108
69,200,77,69
69,198,38,53
69,194,107,98
69,199,140,121
69,121,67,80
69,180,96,109
69,190,120,70
70,176,44,145
70,176,94,111
70,189,125,135
70,4,82,84
70,193,52,108
70,177,62,128
70,191,66,124
70,197,126,64
70,197,64,126
70,195,67,79
70,185,42,143
70,183,80,67
70,199,119,142
70,181,98,107
70,196,114,117
70,200,77,69
70,192,53,38
70,185,36,55
70,199,140,121
70,191,135,125
70,180,96,109
70,198,108,52
70,193,54,106
70,194,107,98
70,192,122,68
70,198,38,53
70,199,55,36
70,200,124,66
70,175,40,141
70,194,121,140
70,136,71,74
70,194,69,77
70,190,120,70
70,121,67,80
70,191,141,42
70,195,143,44
70,199,106,54
70,174,123,137
70,164,104,56
70,154,45,48
70,195,68,122
71,183,80,67
71,194,121,140
71,195,143,44
71,181,98,107
71,198,38,53
71,193,54,106
71,192,122,68
71,185,42,143
71,199,55,36
71,191,48,113
71,195,67,79
71,167,145,46
71,180,96,109
71,194,107,98
71,189,125,135
71,178,109,96
71,121,67,80
71,170,75,71
71,199,119,142
71,191,141,42
71,185,36,55
71,164,104,56
71,197,126,64
71,193,52,108
71,199,140,121
71,174,123,137
71,191,66,124
71,177,62,128
71,195,68,122
71,191,135,125
71,180,113,47
71,199,106,54
71,7,49,110
71,197,64,126
71,200,124,66
71,175,40,141
71,196,114,117
71,190,120,70
71,176,44,145
71,192,53,38
71,198,108,52
71,176,94,111
71,190,105,100
71,200,77,69
71,145,142,119
71,112,115,118
71,194,69,77
72,194,69,77
72,170,75,71
72,199,106,54
72,107,129,132
72,199,119,142
72,185,36,55
72,176,94,111
72,164,104,56
72,180,113,47
72,138,100,103
72,194,121,140
72,197,126,64
72,199,140,121
72,7,49,110
72,197,64,126
72,195,143,44
72,198,38,53
72,195,68,122
72,192,53,38
72,176,44,145
72,193,52,108
72,199,55,36
72,192,122,68
72,175,40,141
72,196,114,117
72,73,65,82
72,191,66,124
72,112,115,118
72,194,107,98
72,136,71,74
72,189,125,135
72,178,109,96
72,121,67,80
72,190,105,100
72,183,80,67
72,177,62,128
72,180,96,109
72,193,54,106
72,198,108,52
72,200,124,66
72,200,77,69
72,191,141,42
72,185,42,143
72,191,48,113
72,195,67,79
73,199,119,142
73,194,107,98
73,191,48,113
73,193,54,106
73,164,104,56
73,200,77,69
