iteracion,frequency,Source,Target
168,176,94,111
168,195,68,122
168,66,61,63
168,185,36,55
168,181,98,107
168,193,54,106
168,200,77,69
168,190,120,70
168,107,129,132
168,174,123,137
168,192,122,68
168,176,44,145
168,200,124,66
168,192,53,38
169,199,119,142
169,194,121,140
169,176,94,111
169,195,143,44
169,185,42,143
169,138,100,103
169,194,107,98
169,135,110,50
169,183,80,67
169,195,67,79
169,176,44,145
169,192,122,68
169,200,77,69
169,145,142,119
169,181,98,107
169,180,113,47
169,164,104,56
169,112,115,118
169,185,36,55
169,180,96,109
169,190,105,100
169,167,145,46
169,199,55,36
169,199,140,121
169,136,71,74
169,190,120,70
169,198,38,53
169,178,109,96
169,189,125,135
169,191,48,113
169,192,53,38
169,197,126,64
169,196,114,117
169,200,124,66
169,197,64,126
169,198,108,52
169,191,66,124
169,107,129,132
169,193,54,106
169,199,106,54
169,163,50,110
169,193,52,108
169,195,68,122
169,154,45,48
169,191,135,125
169,191,141,42
169,170,75,71
170,180,96,109
170,163,50,110
170,198,108,52
170,199,119,142
170,191,135,125
170,136,71,74
170,167,145,46
170,174,123,137
170,176,44,145
170,185,36,55
170,138,100,103
170,195,68,122
170,193,52,108
170,25,90,93
170,154,45,48
170,121,67,80
170,191,141,42
170,191,48,113
170,107,129,132
170,176,94,111
170,197,64,126
170,52,84,87
170,190,105,100
170,178,109,96
170,112,115,118
170,5,60,62
170,191,66,124
170,194,121,140
170,135,110,50
170,198,38,53
170,61,127,129
170,177,62,128
170,199,106,54
170,200,77,69
170,192,122,68
170,190,120,70
170,194,107,98
170,183,80,67
170,180,113,47
170,181,98,107
170,192,53,38
170,145,142,119
170,199,55,36
170,197,126,64
170,196,114,117
170,185,42,143
170,175,40,141
170,200,124,66
170,199,140,121
170,195,143,44
170,195,67,79
171,178,109,96
171,198,108,52
171,191,135,125
171,200,124,66
171,200,77,69
171,198,38,53
171,191,48,113
171,177,62,128
171,174,123,137
171,61,127,129
171,193,52,108
171,195,68,122
171,176,94,111
171,197,64,126
171,194,69,77
171,180,96,109
171,190,120,70
171,181,98,107
171,66,61,63
171,196,114,117
171,121,67,80
171,192,122,68
171,52,84,87
171,189,125,135
171,170,75,71
171,199,55,36
171,163,50,110
171,195,143,44
171,193,54,106
171,191,141,42
171,185,42,143
171,107,129,132
171,185,36,55
171,195,67,79
171,135,110,50
171,167,145,46
171,197,126,64
171,199,119,142
171,25,90,93
171,194,107,98
171,191,66,124
171,183,80,67
171,154,45,48
171,194,121,140
171,136,71,74
171,199,106,54
171,190,105,100
171,199,140,121
171,138,100,103
172,198,108,52
172,176,44,145
172,198,38,53
172,163,50,110
172,191,48,113
172,145,142,119
172,178,109,96
172,197,126,64
172,195,143,44
172,175,40,141
172,167,145,46
172,170,75,71
172,193,52,108
172,194,121,140
172,5,60,62
172,194,69,77
172,200,77,69
172,52,84,87
172,121,67,80
172,200,124,66
172,195,67,79
172,107,129,132
172,181,98,107
172,191,66,124
172,195,68,122
172,185,36,55
172,199,119,142
172,192,53,38
172,199,55,36
172,176,94,111
172,197,64,126
172,177,62,128
172,193,54,106
172,1,87,84
172,183,80,67
172,154,45,48
172,138,100,103
172,199,106,54
172,185,42,143
172,180,96,109
172,191,135,125
172,196,114,117
172,194,107,98
172,190,120,70
172,199,140,121
172,191,141,42
172,180,113,47
172,190,105,100
172,174,123,137
172,189,125,135
172,192,122,68
172,164,104,56
173,174,123,137
173,197,126,64
173,199,55,36
173,194,121,140
173,192,122,68
173,180,96,109
173,66,61,63
173,195,143,44
173,61,127,129
173,200,77,69
173,176,94,111
173,199,119,142
173,136,71,74
173,189,125,135
173,176,44,145
173,191,135,125
173,197,64,126
173,25,90,93
173,200,124,66
173,199,140,121
173,177,62,128
173,191,141,42
173,154,45,48
173,121,67,80
173,193,52,108
173,191,66,124
173,107,129,132
173,138,100,103
173,195,68,122
173,198,108,52
173,199,106,54
173,180,113,47
173,193,54,106
173,194,107,98
173,191,48,113
173,195,67,79
173,194,69,77
173,190,105,100
173,135,110,50
173,198,38,53
173,170,75,71
173,196,114,117
173,178,109,96
173,163,50,110
173,175,40,141
173,192,53,38
173,167,145,46
173,181,98,107
173,185,36,55
173,185,42,143
173,190,120,70
173,145,142,119
173,52,84,87
174,176,44,145
174,112,115,118
174,145,142,119
174,199,140,121
174,200,124,66
174,199,119,142
174,194,121,140
174,176,94,111
174,52,84,87
174,194,107,98
174,197,64,126
174,196,114,117
174,191,141,42
174,170,75,71
174,163,50,110
174,135,110,50
174,199,55,36
174,199,106,54
174,197,126,64
174,174,123,137
174,191,48,113
174,198,38,53
174,178,109,96
174,180,113,47
174,195,68,122
174,181,98,107
174,192,53,38
174,189,125,135
174,175,40,141
174,192,122,68
174,190,120,70
174,195,143,44
174,198,108,52
174,167,145,46
174,138,100,103
174,136,71,74
174,194,69,77
174,190,105,100
174,200,77,69
174,185,36,55
174,191,135,125
174,195,67,79
174,177,62,128
174,193,54,106
174,191,66,124
175,189,125,135
175,177,62,128
175,196,114,117
175,193,52,108
175,163,50,110
175,107,129,132
175,178,109,96
175,164,104,56
175,52,84,87
175,185,42,143
175,175,40,141
175,185,36,55
175,200,124,66
175,197,64,126
175,198,108,52
175,191,141,42
175,198,38,53
175,191,135,125
175,194,107,98
175,193,54,106
175,190,120,70
175,191,66,124
175,191,48,113
175,167,145,46
175,180,96,109
175,138,100,103
175,136,71,74
175,176,94,111
175,194,121,140
175,192,53,38
175,195,67,79
175,200,77,69
175,183,80,67
175,2,58,60
175,112,115,118
175,190,105,100
175,197,126,64
175,199,119,142
175,195,143,44
175,176,44,145
175,192,122,68
175,121,67,80
175,154,45,48
175,181,98,107
175,174,123,137
175,199,140,121
175,180,113,47
175,199,55,36
175,195,68,122
175,199,106,54
176,154,45,48
176,176,44,145
176,193,52,108
176,25,90,93
176,164,104,56
176,107,129,132
176,177,62,128
176,167,145,46
176,145,142,119
176,200,124,66
176,191,48,113
176,199,106,54
176,198,108,52
176,180,113,47
176,185,36,55
176,175,40,141
176,52,84,87
176,199,140,121
176,174,123,137
176,181,98,107
176,192,53,38
176,195,143,44
176,66,61,63
176,191,66,124
176,180,96,109
176,176,94,111
176,194,121,140
176,199,119,142
176,200,77,69
176,190,105,100
176,197,126,64
176,136,71,74
176,199,55,36
176,192,122,68
176,198,38,53
176,193,54,106
176,197,64,126
176,191,135,125
176,195,68,122
176,196,114,117
176,190,120,70
176,194,107,98
176,191,141,42
176,163,50,110
176,194,69,77
176,185,42,143
176,135,110,50
176,138,100,103
176,189,125,135
176,195,67,79
177,199,106,54
177,191,48,113
177,154,45,48
177,195,68,122
177,176,44,145
177,138,100,103
177,194,121,140
177,199,55,36
177,183,80,67
177,167,145,46
177,174,123,137
177,196,114,117
177,121,67,80
177,193,54,106
177,199,140,121
177,145,142,119
177,175,40,141
177,190,105,100
177,190,120,70
177,200,77,69
177,199,119,142
177,198,108,52
177,195,143,44
177,192,53,38
177,170,75,71
177,194,107,98
177,192,122,68
177,52,84,87
177,195,67,79
177,194,69,77
177,181,98,107
177,136,71,74
177,197,126,64
177,191,66,124
177,25,90,93
177,66,61,63
177,176,94,111
177,185,42,143
177,189,125,135
177,178,109,96
177,200,124,66
177,135,110,50
177,180,96,109
177,180,113,47
177,191,135,125
177,191,141,42
177,185,36,55
177,163,50,110
177,198,38,53
177,197,64,126
178,194,121,140
178,194,69,77
178,199,55,36
178,198,108,52
178,191,141,42
178,163,50,110
178,175,40,141
178,197,126,64
178,191,66,124
178,189,125,135
178,197,64,126
178,191,135,125
178,199,106,54
178,200,124,66
178,195,67,79
178,177,62,128
178,191,48,113
178,174,123,137
178,185,42,143
178,199,140,121
178,52,84,87
178,194,107,98
178,192,122,68
178,121,67,80
178,181,98,107
178,136,71,74
178,190,105,100
178,196,114,117
178,154,45,48
178,167,145,46
178,183,80,67
178,61,127,129
178,198,38,53
178,193,52,108
178,185,36,55
178,180,113,47
178,180,96,109
178,178,109,96
178,176,94,111
178,25,90,93
178,176,44,145
178,200,77,69
178,195,143,44
178,138,100,103
178,190,120,70
178,199,119,142
178,192,53,38
178,135,110,50
178,112,115,118
178,193,54,106
178,170,75,71
179,189,125,135
179,180,113,47
179,197,126,64
179,175,40,141
179,190,120,70
179,178,109,96
179,191,66,124
179,194,69,77
179,194,121,140
179,136,71,74
179,176,44,145
179,180,96,109
179,181,98,107
179,61,127,129
179,198,38,53
179,195,68,122
179,183,80,67
179,195,67,79
179,174,123,137
179,170,75,71
179,192,122,68
179,25,90,93
179,121,67,80
179,190,105,100
179,200,77,69
179,199,119,142
179,52,84,87
179,198,108,52
179,196,114,117
179,200,124,66
179,185,36,55
179,193,52,108
179,192,53,38
179,191,141,42
179,199,106,54
179,199,55,36
179,191,48,113
179,191,135,125
179,197,64,126
179,195,143,44
179,164,104,56
179,167,145,46
179,177,62,128
179,176,94,111
179,193,54,106
179,163,50,110
179,199,140,121
179,107,129,132
179,112,115,118
179,194,107,98
179,138,100,103
179,145,142,119
180,199,55,36
180,200,77,69
180,164,104,56
180,199,106,54
180,198,108,52
180,195,143,44
180,175,40,141
180,192,122,68
180,138,100,103
180,190,105,100
180,192,53,38
180,199,119,142
180,11,70,120
180,135,110,50
180,194,121,140
180,191,141,42
180,170,75,71
180,185,42,143
180,1,88,90
180,145,142,119
180,181,98,107
180,112,115,118
180,195,68,122
180,194,69,77
180,198,38,53
180,52,84,87
180,200,124,66
180,180,113,47
180,190,120,70
180,185,36,55
180,180,96,109
180,191,135,125
180,189,125,135
180,177,62,128
180,197,64,126
180,191,66,124
180,178,109,96
180,107,129,132
180,197,126,64
180,163,50,110
180,176,44,145
180,176,94,111
180,193,52,108
180,193,54,106
180,183,80,67
180,194,107,98
180,195,67,79
180,154,45,48
180,199,140,121
180,191,48,113
180,121,67,80
180,66,61,63
180,196,114,117
180,174,123,137
181,190,105,100
181,145,142,119
181,195,68,122
181,163,50,110
181,178,109,96
181,164,104,56
181,198,38,53
181,195,143,44
181,167,145,46
181,200,77,69
181,192,53,38
181,180,96,109
181,135,110,50
181,199,119,142
181,185,36,55
181,183,80,67
181,180,113,47
181,61,127,129
181,176,94,111
181,196,114,117
181,176,44,145
181,190,120,70
181,199,55,36
181,175,40,141
181,52,84,87
181,193,54,106
181,121,67,80
181,194,107,98
181,191,48,113
181,198,108,52
181,195,67,79
181,191,135,125
181,200,124,66
181,189,125,135
181,191,66,124
181,197,64,126
181,107,129,132
181,197,126,64
181,177,62,128
181,199,106,54
181,199,140,121
181,194,69,77
181,194,121,140
181,25,90,93
181,112,115,118
181,185,42,143
182,195,67,79
182,170,75,71
182,193,52,108
182,194,107,98
182,191,141,42
182,180,113,47
182,191,135,125
182,185,42,143
182,200,124,66
182,185,36,55
182,176,94,111
182,189,125,135
182,191,66,124
182,195,68,122
182,197,64,126
182,107,129,132
182,163,50,110
182,193,54,106
182,190,120,70
182,197,126,64
182,176,44,145
182,199,106,54
182,183,80,67
182,66,61,63
182,192,53,38
182,198,108,52
182,194,69,77
182,195,143,44
182,25,90,93
182,192,122,68
182,200,77,69
182,199,55,36
182,13,56,58
182,199,119,142
182,175,40,141
182,190,105,100
182,174,123,137
182,181,98,107
182,198,38,53
182,199,140,121
182,196,114,117
182,135,110,50
182,164,104,56
182,154,45,48
182,194,121,140
182,191,48,113
182,167,145,46
183,189,125,135
183,175,40,141
183,185,42,143
183,52,84,87
183,61,127,129
183,198,38,53
183,176,94,111
183,1,129,131
183,121,67,80
183,180,96,109
183,180,113,47
183,199,119,142
183,194,107,98
183,199,140,121
183,200,77,69
183,199,106,54
183,174,123,137
183,13,56,58
183,170,75,71
183,199,55,36
183,191,141,42
183,195,67,79
183,183,80,67
183,190,120,70
183,167,145,46
183,154,45,48
183,163,50,110
183,192,122,68
183,198,108,52
183,181,98,107
183,194,69,77
183,136,71,74
183,193,54,106
183,194,121,140
183,195,143,44
183,196,114,117
183,177,62,128
183,192,53,38
183,178,109,96
183,197,64,126
183,193,52,108
183,185,36,55
183,197,126,64
183,191,135,125
183,200,124,66
183,107,129,132
183,195,68,122
183,191,48,113
183,164,104,56
183,191,66,124
184,196,114,117
184,192,122,68
184,175,40,141
184,190,120,70
184,163,50,110
184,176,94,111
184,178,109,96
184,197,126,64
184,191,48,113
184,198,108,52
184,154,45,48
184,194,69,77
184,181,98,107
184,198,38,53
184,193,54,106
184,176,44,145
184,145,142,119
184,195,143,44
184,194,121,140
184,190,105,100
184,193,52,108
184,197,64,126
184,164,104,56
184,177,62,128
184,195,67,79
184,199,119,142
184,180,113,47
184,195,68,122
184,194,107,98
184,135,110,50
184,200,124,66
184,199,106,54
184,200,77,69
184,174,123,137
184,167,145,46
184,192,53,38
184,185,36,55
184,180,96,109
184,170,75,71
184,52,84,87
184,189,125,135
184,199,55,36
184,191,141,42
184,183,80,67
184,191,135,125
184,121,67,80
184,185,42,143
185,170,75,71
185,135,110,50
185,195,143,44
185,193,52,108
185,190,120,70
185,176,44,145
185,194,121,140
185,107,129,132
185,197,64,126
185,197,126,64
185,191,135,125
185,191,66,124
185,189,125,135
185,200,124,66
185,177,62,128
185,195,67,79
185,194,107,98
185,199,140,121
185,174,123,137
185,13,56,58
185,121,67,80
185,199,55,36
185,191,141,42
185,185,42,143
185,175,40,141
185,8,84,86
185,112,115,118
185,192,122,68
185,198,108,52
185,194,69,77
185,193,54,106
185,145,142,119
185,192,53,38
185,164,104,56
185,181,98,107
185,4,92,94
185,200,77,69
185,185,36,55
185,183,80,67
185,199,106,54
185,199,119,142
185,176,94,111
185,61,127,129
185,154,45,48
185,190,105,100
185,178,109,96
185,196,114,117
185,180,113,47
185,195,68,122
185,191,48,113
185,163,50,110
185,198,38,53
185,180,96,109
186,199,140,121
186,180,113,47
186,192,53,38
186,174,123,137
186,181,98,107
186,199,106,54
186,190,105,100
186,194,107,98
186,52,84,87
186,194,121,140
186,199,55,36
186,183,80,67
186,191,141,42
186,185,42,143
186,145,142,119
186,175,40,141
186,198,38,53
186,193,54,106
186,196,114,117
186,112,115,118
186,194,69,77
186,192,122,68
186,163,50,110
186,121,67,80
186,195,67,79
186,195,143,44
186,198,108,52
186,180,96,109
186,135,110,50
186,191,66,124
186,185,36,55
186,170,75,71
186,200,77,69
186,189,125,135
186,197,126,64
186,193,52,108
186,197,64,126
186,191,135,125
186,200,124,66
186,167,145,46
186,177,62,128
186,164,104,56
186,107,129,132
186,176,44,145
186,191,48,113
186,190,120,70
186,199,119,142
186,195,68,122
186,176,94,111
186,138,100,103
187,176,44,145
187,197,64,126
187,178,109,96
187,180,96,109
187,197,126,64
187,185,42,143
187,196,114,117
187,192,122,68
187,191,48,113
187,191,141,42
187,195,67,79
187,194,107,98
187,163,50,110
187,180,113,47
187,177,62,128
187,199,140,121
187,174,123,137
187,154,45,48
187,195,68,122
187,199,106,54
187,5,86,88
187,189,125,135
187,121,67,80
187,191,66,124
187,183,80,67
187,191,135,125
187,200,124,66
187,199,55,36
187,164,104,56
187,66,61,63
187,25,90,93
187,194,121,140
187,190,105,100
187,193,52,108
187,170,75,71
187,200,77,69
187,181,98,107
187,145,142,119
187,199,119,142
187,190,120,70
187,198,38,53
187,192,53,38
187,193,54,106
187,167,145,46
187,135,110,50
187,198,108,52
187,195,143,44
187,194,69,77
187,185,36,55
187,176,94,111
188,200,77,69
188,194,121,140
188,191,135,125
188,121,67,80
188,136,71,74
188,191,48,113
188,170,75,71
188,195,67,79
188,66,61,63
188,199,106,54
188,176,94,111
188,195,68,122
188,194,107,98
188,192,53,38
188,174,123,137
188,189,125,135
188,185,36,55
188,200,124,66
188,191,66,124
188,199,140,121
188,198,108,52
188,180,96,109
188,196,114,117
188,163,50,110
188,107,129,132
188,176,44,145
188,112,115,118
188,193,54,106
188,192,122,68
188,197,126,64
188,197,64,126
188,199,119,142
188,199,55,36
188,175,40,141
188,164,104,56
188,185,42,143
188,198,38,53
188,190,120,70
188,145,142,119
188,154,45,48
188,191,141,42
188,135,110,50
188,178,109,96
188,183,80,67
189,180,96,109
189,107,129,132
189,66,61,63
189,177,62,128
189,191,135,125
189,164,104,56
189,138,100,103
189,199,119,142
189,170,75,71
189,176,94,111
189,195,68,122
189,193,52,108
189,197,64,126
189,178,109,96
189,200,124,66
189,189,125,135
189,191,66,124
189,167,145,46
189,176,44,145
189,197,126,64
189,135,110,50
189,185,36,55
189,199,55,36
189,190,120,70
189,194,121,140
189,183,80,67
189,154,45,48
189,194,69,77
189,145,142,119
189,121,67,80
189,175,40,141
189,190,105,100
189,192,122,68
189,112,115,118
189,196,114,117
189,198,108,52
189,163,50,110
189,191,141,42
189,199,106,54
189,185,42,143
189,174,123,137
189,191,48,113
189,195,143,44
189,180,113,47
189,192,53,38
189,200,77,69
189,195,67,79
189,194,107,98
189,181,98,107
189,199,140,121
190,174,123,137
190,192,122,68
190,195,67,79
190,191,66,124
190,196,114,117
190,138,100,103
190,199,119,142
190,135,110,50
190,198,108,52
190,190,105,100
190,180,113,47
190,200,124,66
190,194,69,77
190,107,129,132
190,181,98,107
190,61,127,129
190,198,38,53
190,121,67,80
190,183,80,67
190,178,109,96
190,175,40,141
190,194,121,140
190,180,96,109
190,200,77,69
190,25,90,93
190,11,70,120
190,189,125,135
190,170,75,71
190,190,120,70
190,197,126,64
190,185,36,55
190,191,135,125
190,112,115,118
190,197,64,126
190,199,140,121
190,167,145,46
190,177,62,128
190,191,141,42
190,195,143,44
190,185,42,143
190,154,45,48
190,192,53,38
190,163,50,110
190,193,52,108
190,193,54,106
190,199,55,36
190,176,94,111
190,199,106,54
190,191,48,113
190,194,107,98
191,145,142,119
191,191,48,113
191,193,54,106
191,198,108,52
191,194,69,77
191,189,125,135
191,163,50,110
191,195,68,122
191,192,122,68
191,112,115,118
191,200,124,66
191,191,141,42
191,199,119,142
191,177,62,128
191,185,42,143
191,194,107,98
191,195,67,79
191,175,40,141
191,199,55,36
191,121,67,80
191,199,106,54
191,183,80,67
191,174,123,137
191,180,113,47
191,8,84,86
191,196,114,117
191,199,140,121
191,138,100,103
191,5,60,62
191,178,109,96
191,191,135,125
191,193,52,108
191,200,77,69
191,176,94,111
191,195,143,44
191,191,66,124
191,181,98,107
191,190,120,70
191,9,71,75
191,180,96,109
191,197,64,126
191,197,126,64
191,198,38,53
191,192,53,38
191,167,145,46
191,190,105,100
191,194,121,140
191,185,36,55
191,170,75,71
191,164,104,56
192,193,52,108
192,135,110,50
192,199,55,36
192,199,106,54
192,170,75,71
192,176,94,111
192,183,80,67
192,199,119,142
192,199,140,121
192,175,40,141
192,185,36,55
192,194,121,140
192,121,67,80
192,190,105,100
192,196,114,117
192,192,53,38
192,163,50,110
192,194,69,77
192,198,38,53
192,145,142,119
192,181,98,107
192,193,54,106
192,198,108,52
192,195,143,44
192,136,71,74
192,190,120,70
192,154,45,48
192,191,141,42
192,167,145,46
192,192,122,68
192,185,42,143
192,200,77,69
192,164,104,56
192,180,113,47
192,200,124,66
192,195,68,122
192,180,96,109
192,194,107,98
192,195,67,79
192,138,100,103
192,189,125,135
192,197,126,64
192,191,66,124
192,177,62,128
192,197,64,126
192,174,123,137
192,178,109,96
192,191,48,113
192,191,135,125
192,176,44,145
193,194,69,77
193,193,54,106
193,191,48,113
193,198,108,52
193,190,120,70
193,135,110,50
193,178,109,96
193,195,68,122
193,8,84,86
193,197,64,126
193,200,124,66
193,199,140,121
193,193,52,108
193,25,90,93
193,195,143,44
193,185,36,55
193,200,77,69
193,136,71,74
193,191,135,125
193,198,38,53
193,191,66,124
193,181,98,107
193,197,126,64
193,192,53,38
193,163,50,110
193,180,96,109
193,194,121,140
193,190,105,100
193,196,114,117
193,176,44,145
193,189,125,135
193,195,67,79
193,183,80,67
193,170,75,71
193,61,127,129
193,185,42,143
193,199,119,142
193,177,62,128
193,175,40,141
193,107,129,132
193,121,67,80
193,194,107,98
193,199,106,54
193,138,100,103
193,180,113,47
193,191,141,42
193,199,55,36
193,164,104,56
193,176,94,111
193,192,122,68
194,180,96,109
194,167,145,46
194,192,53,38
194,197,126,64
194,163,50,110
194,195,67,79
194,175,40,141
194,176,94,111
194,191,141,42
194,181,98,107
194,185,42,143
194,198,38,53
194,191,135,125
194,199,119,142
194,136,71,74
194,174,123,137
194,185,36,55
194,178,109,96
194,25,90,93
194,200,77,69
194,195,143,44
194,199,140,121
194,191,66,124
194,199,55,36
194,194,107,98
194,138,100,103
194,135,110,50
194,200,124,66
194,193,54,106
194,177,62,128
194,191,48,113
194,112,115,118
194,197,64,126
194,189,125,135
194,154,45,48
194,180,113,47
194,194,69,77
194,192,122,68
194,170,75,71
194,190,120,70
194,199,106,54
194,194,121,140
194,176,44,145
194,190,105,100
194,195,68,122
194,196,114,117
194,11,70,120
194,193,52,108
194,145,142,119
194,198,108,52
195,176,94,111
195,167,145,46
195,197,64,126
195,195,143,44
195,193,52,108
195,138,100,103
195,197,126,64
195,170,75,71
195,135,110,50
195,176,44,145
195,199,119,142
195,181,98,107
195,185,36,55
195,194,69,77
195,190,120,70
195,200,124,66
195,193,54,106
195,191,48,113
195,199,106,54
195,191,141,42
195,177,62,128
195,192,122,68
195,154,45,48
195,121,67,80
195,194,107,98
195,195,67,79
195,183,80,67
195,199,55,36
195,174,123,137
195,199,140,121
195,198,108,52
195,196,114,117
195,189,125,135
195,190,105,100
195,25,90,93
195,200,77,69
195,191,135,125
195,198,38,53
195,191,66,124
195,136,71,74
195,163,50,110
195,180,96,109
195,192,53,38
195,178,109,96
195,194,121,140
195,195,68,122
196,180,96,109
196,185,36,55
196,200,77,69
196,61,127,129
196,176,94,111
196,154,45,48
196,198,38,53
196,180,113,47
196,196,114,117
196,163,50,110
196,199,106,54
196,191,48,113
196,183,80,67
196,195,68,122
196,178,109,96
196,177,62,128
196,190,120,70
196,112,115,118
196,189,125,135
196,192,122,68
196,200,124,66
196,192,53,38
196,195,143,44
196,175,40,141
196,198,108,52
196,185,42,143
196,194,107,98
196,181,98,107
196,199,55,36
196,195,67,79
196,136,71,74
196,194,121,140
196,25,90,93
196,199,140,121
196,191,141,42
196,167,145,46
196,199,119,142
196,193,52,108
196,191,66,124
196,194,69,77
196,170,75,71
196,191,135,125
196,197,126,64
196,16,133,127
196,145,142,119
196,197,64,126
196,193,54,106
197,199,55,36
197,199,140,121
197,199,106,54
197,191,141,42
197,154,45,48
197,193,54,106
197,164,104,56
197,195,67,79
197,178,109,96
197,197,64,126
197,197,126,64
197,138,100,103
197,176,44,145
197,191,66,124
197,200,124,66
197,195,68,122
197,191,135,125
197,25,90,93
197,189,125,135
197,175,40,141
197,194,107,98
197,180,113,47
197,183,80,67
197,174,123,137
197,194,69,77
197,16,133,127
197,198,108,52
197,193,52,108
197,181,98,107
197,200,77,69
197,136,71,74
197,135,110,50
197,185,36,55
197,185,42,143
197,195,143,44
197,163,50,110
197,170,75,71
197,196,114,117
197,190,120,70
197,194,121,140
197,198,38,53
197,199,119,142
197,190,105,100
197,176,94,111
197,192,53,38
197,167,145,46
198,191,135,125
198,25,90,93
198,195,143,44
198,193,52,108
198,194,107,98
198,190,120,70
198,167,145,46
198,191,66,124
198,138,100,103
198,180,96,109
198,195,68,122
198,176,44,145
198,135,110,50
198,170,75,71
198,199,119,142
198,197,126,64
198,197,64,126
198,176,94,111
198,200,124,66
198,136,71,74
198,191,48,113
198,175,40,141
198,198,108,52
198,190,105,100
198,199,106,54
198,193,54,106
198,145,142,119
198,194,121,140
198,192,53,38
198,192,122,68
198,154,45,48
198,112,115,118
198,121,67,80
198,196,114,117
198,189,125,135
198,200,77,69
198,199,140,121
198,181,98,107
198,195,67,79
198,163,50,110
198,183,80,67
198,185,36,55
198,180,113,47
198,16,133,127
198,185,42,143
198,177,62,128
198,194,69,77
198,198,38,53
198,199,55,36
198,191,141,42
199,25,90,93
199,190,105,100
199,16,133,127
199,196,114,117
199,200,77,69
199,167,145,46
199,193,52,108
199,190,120,70
199,136,71,74
199,195,143,44
199,192,53,38
199,194,69,77
199,193,54,106
199,154,45,48
199,192,122,68
199,191,141,42
199,199,55,36
199,174,123,137
199,195,67,79
199,200,124,66
199,199,140,121
199,177,62,128
199,191,66,124
199,197,64,126
199,197,126,64
199,121,67,80
199,183,80,67
199,185,36,55
199,198,38,53
199,138,100,103
199,198,108,52
199,194,107,98
199,181,98,107
199,176,94,111
199,176,44,145
199,164,104,56
199,185,42,143
199,175,40,141
199,178,109,96
199,135,110,50
199,180,96,109
199,199,106,54
199,195,68,122
199,191,48,113
199,180,113,47
199,112,115,118
200,191,66,124
200,199,106,54
200,197,126,64
200,194,107,98
200,195,67,79
200,174,123,137
200,138,100,103
200,200,124,66
200,183,80,67
200,192,122,68
200,180,113,47
200,181,98,107
200,194,69,77
200,194,121,140
200,136,71,74
200,178,109,96
200,180,96,109
200,170,75,71
200,199,119,142
200,73,65,82
200,200,77,69
200,196,114,117
200,121,67,80
200,198,108,52
200,198,38,53
200,185,36,55
200,192,53,38
200,195,143,44
200,167,145,46
200,16,133,127
200,163,50,110
200,154,45,48
200,191,48,113
200,195,68,122
200,176,44,145
200,176,94,111
200,185,42,143
200,112,115,118
200,175,40,141
200,189,125,135
200,135,110,50
200,145,142,119
200,193,54,106
200,197,64,126
200,199,140,121
200,191,141,42
200,199,55,36
200,177,62,128
201,195,68,122
201,180,96,109
201,178,109,96
201,176,44,145
201,200,124,66
201,191,66,124
201,176,94,111
201,181,98,107
201,185,42,143
201,177,62,128
201,193,54,106
201,138,100,103
201,194,107,98
201,190,105,100
201,197,64,126
201,189,125,135
201,25,90,93
201,199,106,54
201,197,126,64
201,198,38,53
201,191,135,125
201,175,40,141
201,191,48,113
201,183,80,67
201,121,67,80
201,191,141,42
201,192,53,38
201,194,69,77
201,194,121,140
201,195,143,44
201,190,120,70
201,193,52,108
201,199,55,36
201,192,122,68
201,170,75,71
201,167,145,46
201,195,67,79
201,185,36,55
201,200,77,69
201,196,114,117
201,163,50,110
201,13,56,58
201,199,140,121
201,154,45,48
201,199,119,142
201,16,133,127
